,발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,경도,위도
4604,2017,2017-04-06 12:00,주간,목,1,1,0,0,부산,북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,129.00409857,35.21340641
4605,2017,2017-04-06 13:00,주간,목,1,1,0,0,경기,연천군,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.0069666,38.01385571
4606,2017,2017-04-06 18:00,야간,목,1,1,0,0,대구,동구,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,128.70284823,35.86195238
4607,2017,2017-04-07 00:00,야간,금,1,2,1,0,광주,광산구,차대사람,기타,운전자법규위반,신호위반,단일로,기타단일로,승용차,보행자,126.83788471,35.21784989
4608,2017,2017-04-07 05:00,야간,금,1,1,0,0,전남,강진군,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,126.79430643,34.56270847
4609,2017,2017-04-07 11:00,주간,금,1,1,0,0,경기,안산시,차대차,정면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,승용차,126.83765316,37.32833228
4610,2017,2017-04-07 12:00,주간,금,1,1,0,0,강원,홍천군,차대차,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.8870869,37.69616288
4611,2017,2017-04-07 14:00,주간,금,1,1,0,0,서울,동작구,차량단독,전도,운전자법규위반,안전운전 의무 불이행,기타,기타,원동기장치자전거,없음,126.97313216,37.50492437
4612,2017,2017-04-07 15:00,주간,금,1,1,0,0,충남,아산시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,127.07044212,36.78462886
4613,2017,2017-04-07 17:00,주간,금,1,1,0,0,경남,김해시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,128.83798526,35.20421505
4614,2017,2017-04-07 17:00,주간,금,2,2,0,0,경북,청도군,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,이륜차,128.76325855,35.61452026
4615,2017,2017-04-07 19:00,야간,금,2,2,0,0,전북,무주군,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.65249307,35.97603394
4616,2017,2017-04-07 19:00,야간,금,1,1,0,0,경기,광명시,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,터널안,이륜차,화물차,126.89505473,37.43884133
4617,2017,2017-04-07 20:00,야간,금,1,1,0,0,강원,횡성군,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.07062245,37.45326257
4618,2017,2017-04-07 20:00,야간,금,1,1,0,0,경기,성남시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.15468272,37.44264319
4619,2017,2017-04-07 21:00,야간,금,1,2,1,0,서울,도봉구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,127.03985307,37.66292069
4620,2017,2017-04-07 23:00,야간,금,1,1,0,0,서울,마포구,차대사람,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,보행자,126.94796429,37.54097168
4621,2017,2017-04-08 01:00,야간,토,1,2,1,0,경기,포천시,차량단독,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.31080990000001,37.921867799999994
4622,2017,2017-04-08 05:00,야간,토,1,1,0,0,경기,파주시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,126.71419115,37.72640184
4623,2017,2017-04-08 05:00,야간,토,1,2,0,1,충남,아산시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.10646742,36.79683318
4624,2017,2017-04-08 10:00,주간,토,1,1,0,0,경북,문경시,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.24440364,36.69994255
4625,2017,2017-04-08 11:00,주간,토,1,1,0,0,충북,충주시,차대차,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,승용차,127.92829118,36.99351446
4626,2017,2017-04-08 14:00,주간,토,1,1,0,0,강원,평창군,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.45076296,37.34575348
4627,2017,2017-04-08 19:00,야간,토,1,4,2,1,대구,달성군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,128.47233246,35.87357797
4628,2017,2017-04-08 19:00,야간,토,1,1,0,0,경남,창원시(통합),차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,128.66589916,35.20552571
4629,2017,2017-04-09 02:00,야간,일,1,1,0,0,서울,강동구,차대사람,횡단중,운전자법규위반,과속,기타,기타,승용차,보행자,127.13730568,37.53421477
4630,2017,2017-04-09 02:00,야간,일,1,1,0,0,강원,양양군,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.62367919,38.069038299999995
4631,2017,2017-04-09 14:00,주간,일,1,1,0,0,경북,경주시,차량단독,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,129.21849784,35.89013703
4632,2017,2017-04-09 17:00,주간,일,1,1,0,0,경북,칠곡군,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,128.32982085,36.05037211
4633,2017,2017-04-09 19:00,야간,일,1,1,0,0,전남,여수시,차대사람,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,보행자,127.72679838,34.74997849
4634,2017,2017-04-10 11:00,주간,월,1,1,0,0,전북,남원시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.41129039,35.42321288
4635,2017,2017-04-10 13:00,주간,월,1,3,2,0,전남,무안군,차대차,정면충돌,운전자법규위반,앞지르기 금지위반,교차로,교차로내,화물차,화물차,126.47931087,34.84729676
4636,2017,2017-04-10 14:00,주간,월,1,1,0,0,부산,해운대구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,129.12261586,35.18613164
4637,2017,2017-04-10 15:00,주간,월,1,1,0,0,전남,순천시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,127.48811785,34.94427097
4638,2017,2017-04-10 15:00,주간,월,2,3,1,0,전북,장수군,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,127.51889017,35.69771844
4639,2017,2017-04-10 15:00,주간,월,1,1,0,0,경기,의정부시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,127.04176914,37.75137543
4640,2017,2017-04-10 16:00,주간,월,1,1,0,0,전북,남원시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,127.39559874,35.41875505
4641,2017,2017-04-10 19:00,야간,월,1,2,0,1,충북,충주시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,127.92221403,36.97974783
4642,2017,2017-04-10 22:00,야간,월,1,4,1,2,경기,수원시,차대차,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승합차,원동기장치자전거,127.02891309,37.29192553
4643,2017,2017-04-11 00:00,야간,화,1,3,2,0,경북,경산시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.73327311,35.84056563
4644,2017,2017-04-11 09:00,주간,화,1,1,0,0,경기,평택시,차대차,측면충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,이륜차,승용차,126.92866470000001,36.98257633
4645,2017,2017-04-11 10:00,주간,화,1,2,1,0,경남,사천시,차량단독,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,128.08269564,34.93851869
4646,2017,2017-04-11 11:00,주간,화,1,1,0,0,경북,경주시,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,화물차,보행자,129.26018697,35.80653363
4647,2017,2017-04-11 12:00,주간,화,1,1,0,0,전북,정읍시,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,승합차,126.83942067,35.57053571
4648,2017,2017-04-11 14:00,주간,화,1,3,2,0,충북,청주시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,127.40381633,36.59699031
4649,2017,2017-04-11 17:00,주간,화,1,2,0,1,전북,임실군,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,127.15122773,35.52627134
4650,2017,2017-04-11 18:00,야간,화,1,2,0,1,광주,동구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,승용차,126.92855996,35.13273034
4651,2017,2017-04-11 21:00,야간,화,1,1,0,0,충남,서산시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,126.54054905,36.79584991
4652,2017,2017-04-11 22:00,야간,화,1,1,0,0,경남,양산시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,129.07396874,35.30744025
4653,2017,2017-04-11 23:00,야간,화,1,4,1,2,서울,강동구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,승용차,127.17691154,37.55471844
4654,2017,2017-04-11 23:00,야간,화,1,1,0,0,경북,영주시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.53393952,36.878878
4655,2017,2017-04-12 00:00,야간,수,2,2,0,0,경기,안양시,차대차,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,126.95794279,37.37958575
4656,2017,2017-04-12 07:00,주간,수,1,1,0,0,강원,강릉시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,128.89647153,37.75724671
4657,2017,2017-04-12 07:00,주간,수,1,1,0,0,경남,고성군,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,128.2472321,34.98653657
4658,2017,2017-04-12 10:00,주간,수,1,1,0,0,광주,북구,차대사람,횡단중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,보행자,126.89548838,35.16792483
4659,2017,2017-04-12 15:00,주간,수,1,2,1,0,경기,파주시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.79576084,37.75840921
4660,2017,2017-04-12 19:00,야간,수,1,1,0,0,광주,북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.90338999,35.16571155
4661,2017,2017-04-12 19:00,야간,수,1,1,0,0,전남,화순군,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.95217771,35.02622114
4662,2017,2017-04-12 19:00,야간,수,1,1,0,0,전북,군산시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,126.71563961,35.97750346
4663,2017,2017-04-12 20:00,야간,수,1,1,0,0,부산,동구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,129.04991619,35.13013575
4664,2017,2017-04-12 20:00,야간,수,1,1,0,0,경기,김포시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,126.72575977,37.61674276
4665,2017,2017-04-12 22:00,야간,수,1,1,0,0,부산,동구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,129.04782932,35.12772808
4666,2017,2017-04-12 23:00,야간,수,1,1,0,0,경기,용인시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,127.15193243,37.27952077
4667,2017,2017-04-13 00:00,야간,목,1,1,0,0,강원,춘천시,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,보행자,127.73957242,37.86265945
4668,2017,2017-04-13 05:00,야간,목,1,1,0,0,경기,광주시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,127.18412972,37.348892
4669,2017,2017-04-13 05:00,야간,목,1,2,1,0,경기,시흥시,차대차,정면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,화물차,126.74341916,37.32670361
4670,2017,2017-04-13 06:00,주간,목,1,2,1,0,경기,포천시,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,화물차,127.24989961,37.97035201
4671,2017,2017-04-13 08:00,주간,목,1,2,0,0,충남,청양군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,126.93213555,36.36444832
4672,2017,2017-04-13 11:00,주간,목,1,1,0,0,전남,화순군,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,126.90028923,34.95784122
4673,2017,2017-04-13 11:00,주간,목,1,1,0,0,전북,무주군,차량단독,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,127.79295385,36.00980831
4674,2017,2017-04-13 12:00,주간,목,1,4,2,1,경북,안동시,차대차,정면충돌,운전자법규위반,중앙선 침범,기타,기타,승용차,화물차,128.92580925,36.34360567
4675,2017,2017-04-13 13:00,주간,목,1,1,0,0,서울,광진구,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.08373795,37.53568758
4676,2017,2017-04-13 15:00,주간,목,1,1,0,0,경기,파주시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,126.76166265,37.76021945
4677,2017,2017-04-13 16:00,주간,목,1,1,0,0,경남,함안군,차량단독,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,128.52978806,35.38177049
4678,2017,2017-04-13 17:00,주간,목,1,1,0,0,대전,서구,차량단독,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,127.35315065,36.30521405
4679,2017,2017-04-14 04:00,야간,금,1,1,0,0,경기,평택시,차량단독,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,127.04412956,37.01068684
4680,2017,2017-04-14 06:00,주간,금,1,2,1,0,충남,논산시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.04109623,36.14537175
4681,2017,2017-04-14 07:00,주간,금,1,1,0,0,경북,봉화군,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,129.04716938,37.05414302
4682,2017,2017-04-14 08:00,주간,금,1,2,0,1,경기,평택시,차대차,정면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,승합차,126.91641983,36.98075898
4683,2017,2017-04-14 10:00,주간,금,1,1,0,0,경남,양산시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,129.03670419,35.34051201
4684,2017,2017-04-14 10:00,주간,금,1,5,0,4,경북,경주시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,승용차,129.48045296,35.74133797
4685,2017,2017-04-14 13:00,주간,금,1,1,0,0,전북,진안군,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,승용차,127.43416403,35.76760564
4686,2017,2017-04-14 17:00,주간,금,1,4,3,0,경기,포천시,차량단독,전도,운전자법규위반,과속,단일로,기타단일로,승용차,없음,127.30297027,37.89212997
4687,2017,2017-04-14 22:00,야간,금,1,1,0,0,광주,광산구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.78929485,35.1803075
4688,2017,2017-04-15 01:00,야간,토,2,3,0,1,광주,북구,차대차,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,126.85764325,35.17285352
4689,2017,2017-04-15 01:00,야간,토,1,1,0,0,충남,공주시,차량단독,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,127.10427184,36.50356222
4690,2017,2017-04-15 03:00,야간,토,1,1,0,0,광주,북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,126.90385313,35.16965698
4691,2017,2017-04-15 07:00,주간,토,1,1,0,0,전남,나주시,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,126.74797944,34.92087321
4692,2017,2017-04-15 07:00,주간,토,1,3,0,2,충남,금산군,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.57067072,36.20325427
4693,2017,2017-04-15 09:00,주간,토,1,1,0,0,경남,거창군,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,화물차,보행자,127.90569501,35.68343062
4694,2017,2017-04-15 10:00,주간,토,1,1,0,0,인천,중구,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.40764296,37.49071926
4695,2017,2017-04-15 15:00,주간,토,1,1,0,0,충남,아산시,차대차,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,승합차,126.88079608,36.84258584
4696,2017,2017-04-15 18:00,야간,토,1,1,0,0,경남,김해시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,128.76142293,35.24706227
4697,2017,2017-04-16 00:00,야간,일,3,4,1,0,경기,화성시,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,126.73318844,37.21148642
4698,2017,2017-04-16 00:00,야간,일,1,1,0,0,경기,이천시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.46017655,37.20068401
4699,2017,2017-04-16 00:00,야간,일,1,2,1,0,경기,안양시,차대차,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,원동기장치자전거,126.97659901,37.39715464
4700,2017,2017-04-16 05:00,야간,일,1,1,0,0,부산,부산진구,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,129.01806181,35.15229501
4701,2017,2017-04-16 08:00,주간,일,1,3,0,2,인천,강화군,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,농기계,126.42544509,37.64771135
4702,2017,2017-04-16 09:00,주간,일,1,1,0,0,경기,수원시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,126.98314255,37.28648482
4703,2017,2017-04-16 11:00,주간,일,1,27,8,17,울산,남구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,129.272664,35.54953889
4704,2017,2017-04-16 11:00,주간,일,1,1,0,0,전북,군산시,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,126.71606502,35.98417246
4705,2017,2017-04-16 13:00,주간,일,1,1,0,0,경기,양평군,차대차,기타,운전자법규위반,과속,단일로,기타단일로,이륜차,화물차,127.65888961,37.51744882
4706,2017,2017-04-16 15:00,주간,일,1,3,2,0,충북,충주시,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승합차,127.81866788,36.97536539
4707,2017,2017-04-16 19:00,야간,일,1,2,0,1,대구,달성군,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,이륜차,보행자,128.50069714,35.80096655
4708,2017,2017-04-16 20:00,야간,일,1,1,0,0,충남,서산시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,126.57628872,36.68969884
4709,2017,2017-04-16 20:00,야간,일,1,1,0,0,충남,천안시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,127.13525387,36.91459248
4710,2017,2017-04-17 00:00,야간,월,1,3,0,2,경기,파주시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,고가도로위,화물차,건설기계,126.76637175,37.72940601
4711,2017,2017-04-17 08:00,주간,월,1,1,0,0,경남,창원시(통합),차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.67191739,35.21763085
4712,2017,2017-04-17 09:00,주간,월,1,1,0,0,전남,담양군,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,126.90859413,35.28756767
4713,2017,2017-04-17 10:00,주간,월,1,5,2,2,충남,논산시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.27565449999999,36.23727003
4714,2017,2017-04-17 10:00,주간,월,1,3,0,1,경기,화성시,차대차,추돌,운전자법규위반,안전거리 미확보,교차로,교차로부근,승용차,화물차,126.71733467,37.19263383
4715,2017,2017-04-17 11:00,주간,월,1,1,0,0,경남,양산시,차량단독,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,129.15681899999998,35.43442743
4716,2017,2017-04-17 14:00,주간,월,1,1,0,0,경기,화성시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.08072071,37.1632614
4717,2017,2017-04-17 18:00,야간,월,1,1,0,0,강원,춘천시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.76378817,37.92335559
4718,2017,2017-04-17 22:00,야간,월,1,1,0,0,전남,담양군,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,없음,126.99732617,35.22999185
4719,2017,2017-04-18 06:00,주간,화,1,1,0,0,전북,익산시,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,승용차,126.98724994,35.95925119
4720,2017,2017-04-18 09:00,주간,화,1,1,0,0,경기,동두천시,차대사람,횡단중,운전자법규위반,신호위반,기타,기타,승용차,보행자,127.06063704,37.94649002
4721,2017,2017-04-18 13:00,주간,화,1,1,0,0,전남,나주시,차대차,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,자전거,승용차,126.75176011,35.06590823
4722,2017,2017-04-18 16:00,주간,화,1,1,0,0,서울,성북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,127.01726529999999,37.58968674
4723,2017,2017-04-18 16:00,주간,화,1,1,0,0,충남,보령시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,126.59302684,36.35156424
4724,2017,2017-04-19 02:00,야간,수,1,2,0,0,경기,수원시,차대차,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,화물차,127.03834145,37.28290009
4725,2017,2017-04-19 03:00,야간,수,1,1,0,0,경남,의령군,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.31642566,35.36903732
4726,2017,2017-04-19 04:00,야간,수,1,1,0,0,대구,중구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,128.58220634,35.87761494
4727,2017,2017-04-19 05:00,야간,수,1,1,0,0,경남,통영시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,128.46024703,34.88968289
4728,2017,2017-04-19 05:00,야간,수,1,3,2,0,부산,연제구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,승용차,129.08205696,35.17527845
4729,2017,2017-04-19 10:00,주간,수,1,1,0,0,경남,김해시,차대차,기타,운전자법규위반,과속,단일로,기타단일로,화물차,화물차,128.96777112,35.2291554
4730,2017,2017-04-19 14:00,주간,수,1,3,0,2,경기,양평군,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,승용차,127.46712446,37.52248158
4731,2017,2017-04-19 17:00,주간,수,1,1,0,0,전남,여수시,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.65583268,34.76052988
4732,2017,2017-04-20 00:00,야간,목,1,2,0,1,전북,김제시,차대사람,횡단중,운전자법규위반,과속,교차로,교차로부근,승용차,보행자,126.98252122,35.81503533
4733,2017,2017-04-20 02:00,야간,목,1,1,0,0,서울,송파구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,127.10676044,37.50548987
4734,2017,2017-04-20 02:00,야간,목,1,2,0,1,전북,완주군,차대차,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로내,승용차,승합차,127.17015909,35.92380229
4735,2017,2017-04-20 04:00,야간,목,1,1,0,0,경기,용인시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.2154455,37.23331341
4736,2017,2017-04-20 17:00,주간,목,1,3,1,1,광주,북구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,화물차,126.87738443,35.1906299
4737,2017,2017-04-20 21:00,야간,목,1,1,0,0,경북,김천시,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,이륜차,128.09484892,36.12777028
4738,2017,2017-04-20 21:00,야간,목,1,1,0,0,경남,하동군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,원동기장치자전거,127.81508047,35.01047469
4739,2017,2017-04-21 08:00,주간,금,1,1,0,0,서울,영등포구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,126.91554632,37.51181022
4740,2017,2017-04-21 09:00,주간,금,1,1,0,0,충북,청주시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,127.31086392,36.63815872
4741,2017,2017-04-21 11:00,주간,금,1,3,1,1,전북,부안군,차대차,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,농기계,화물차,126.71921213,35.76549507
4742,2017,2017-04-21 13:00,주간,금,1,2,0,1,충남,천안시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.13588651,36.72677418
4743,2017,2017-04-21 14:00,주간,금,1,1,0,0,서울,영등포구,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,126.92924451,37.51773961
4744,2017,2017-04-21 16:00,주간,금,1,1,0,0,경북,상주시,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,자전거,128.11078349,36.32074694
4745,2017,2017-04-21 20:00,야간,금,1,1,0,0,전북,익산시,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,126.90559612,36.05467895
4746,2017,2017-04-21 21:00,야간,금,1,1,0,0,전남,무안군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,원동기장치자전거,126.43143356,34.90541178
4747,2017,2017-04-22 02:00,야간,토,1,1,0,0,경북,구미시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,128.32108856,36.13415035
